geom,lat,lon,rainfall_avg,temp_avg,soil_type,drought_frequency
POINT(-120.62000000000008 36.680000000000106),36.680000000000106,-120.62000000000008,15.6,48.85,Loam,5.0
POINT(-120.60000000000008 36.680000000000106),36.680000000000106,-120.60000000000008,15.94,63.56,Loam,5.0
POINT(-120.58000000000008 36.680000000000106),36.680000000000106,-120.58000000000008,27.81,71.51,Sandy Loam,3.77
POINT(-120.56000000000009 36.680000000000106),36.680000000000106,-120.56000000000009,15.02,65.77,Sandy Loam,5.0
POINT(-120.54000000000009 36.680000000000106),36.680000000000106,-120.54000000000009,32.86,56.45,Sandy Loam,3.01
POINT(-120.5200000000001 36.680000000000106),36.680000000000106,-120.5200000000001,23.7,63.21,Sandy Loam,5.0
POINT(-120.5000000000001 36.680000000000106),36.680000000000106,-120.5000000000001,26.7,46.89,Sandy Loam,4.63
POINT(-120.4800000000001 36.680000000000106),36.680000000000106,-120.4800000000001,32.74,68.53,Clay Loam,4.34
POINT(-120.46000000000011 36.680000000000106),36.680000000000106,-120.46000000000011,20.13,55.45,Clay Loam,4.98
POINT(-120.44000000000011 36.680000000000106),36.680000000000106,-120.44000000000011,24.13,48.62,Clay Loam,4.0
POINT(-120.42000000000012 36.680000000000106),36.680000000000106,-120.42000000000012,23.62,63.52,Clay Loam,5.0
POINT(-120.40000000000012 36.680000000000106),36.680000000000106,-120.40000000000012,31.09,68.88,Clay Loam,3.95
POINT(-120.38000000000012 36.680000000000106),36.680000000000106,-120.38000000000012,30.51,49.63,Clay Loam,4.0
POINT(-120.36000000000013 36.680000000000106),36.680000000000106,-120.36000000000013,23.14,43.7,Silt,4.37
POINT(-120.34000000000013 36.680000000000106),36.680000000000106,-120.34000000000013,20.93,50.49,Silt,5.0
POINT(-120.32000000000014 36.680000000000106),36.680000000000106,-120.32000000000014,21.84,71.69,Silt,4.93
POINT(-120.30000000000014 36.680000000000106),36.680000000000106,-120.30000000000014,29.65,61.75,Silt,4.83
POINT(-120.28000000000014 36.680000000000106),36.680000000000106,-120.28000000000014,22.6,61.3,Silt,5.0
POINT(-120.26000000000015 36.680000000000106),36.680000000000106,-120.26000000000015,15.08,45.68,Peat,5.0
POINT(-120.24000000000015 36.680000000000106),36.680000000000106,-120.24000000000015,19.8,52.32,Peat,4.84
POINT(-120.22000000000016 36.680000000000106),36.680000000000106,-120.22000000000016,24.79,54.24,Peat,3.44
POINT(-120.20000000000016 36.680000000000106),36.680000000000106,-120.20000000000016,18.9,55.32,Peat,5.0
POINT(-120.18000000000016 36.680000000000106),36.680000000000106,-120.18000000000016,26.06,64.49,Peat,3.4
POINT(-120.16000000000017 36.680000000000106),36.680000000000106,-120.16000000000017,19.88,43.82,Chalky,4.65
POINT(-120.14000000000017 36.680000000000106),36.680000000000106,-120.14000000000017,21.31,47.03,Chalky,5.0
POINT(-120.12000000000018 36.680000000000106),36.680000000000106,-120.12000000000018,24.16,59.67,Chalky,5.0
POINT(-120.10000000000018 36.680000000000106),36.680000000000106,-120.10000000000018,23.08,47.75,Chalky,5.0
POINT(-120.08000000000018 36.680000000000106),36.680000000000106,-120.08000000000018,22.92,45.12,Chalky,4.6
POINT(-120.06000000000019 36.680000000000106),36.680000000000106,-120.06000000000019,17.76,45.61,Loam,5.0
POINT(-120.04000000000019 36.680000000000106),36.680000000000106,-120.04000000000019,15.41,66.93,Loam,5.0
POINT(-120.0200000000002 36.680000000000106),36.680000000000106,-120.0200000000002,20.02,68.61,Loam,5.0
POINT(-120.0000000000002 36.680000000000106),36.680000000000106,-120.0000000000002,18.85,52.57,Loam,4.3
POINT(-119.9800000000002 36.680000000000106),36.680000000000106,-119.9800000000002,26.54,72.44,Loam,4.74
POINT(-119.9600000000002 36.680000000000106),36.680000000000106,-119.9600000000002,26.64,68.96,Sandy Loam,4.21
POINT(-119.94000000000021 36.680000000000106),36.680000000000106,-119.94000000000021,23.36,52.42,Sandy Loam,3.67
POINT(-119.92000000000021 36.680000000000106),36.680000000000106,-119.92000000000021,12.4,54.12,Sandy Loam,5.0
POINT(-119.90000000000022 36.680000000000106),36.680000000000106,-119.90000000000022,26.11,67.36,Sandy Loam,5.0
POINT(-119.88000000000022 36.680000000000106),36.680000000000106,-119.88000000000022,21.73,44.56,Sandy Loam,4.7
POINT(-119.86000000000023 36.680000000000106),36.680000000000106,-119.86000000000023,30.37,51.96,Clay Loam,4.48
POINT(-119.84000000000023 36.680000000000106),36.680000000000106,-119.84000000000023,21.51,50.05,Clay Loam,3.98
POINT(-119.82000000000023 36.680000000000106),36.680000000000106,-119.82000000000023,23.05,48.88,Clay Loam,5.0
POINT(-119.80000000000024 36.680000000000106),36.680000000000106,-119.80000000000024,20.8,50.06,Clay Loam,4.89
POINT(-119.78000000000024 36.680000000000106),36.680000000000106,-119.78000000000024,24.76,47.47,Clay Loam,3.51
POINT(-119.76000000000025 36.680000000000106),36.680000000000106,-119.76000000000025,13.04,63.59,Silt,5.0
POINT(-119.74000000000025 36.680000000000106),36.680000000000106,-119.74000000000025,25.61,48.4,Silt,3.87
POINT(-119.72000000000025 36.680000000000106),36.680000000000106,-119.72000000000025,20.96,61.68,Silt,4.14
POINT(-119.70000000000026 36.680000000000106),36.680000000000106,-119.70000000000026,28.14,67.34,Silt,4.44
POINT(-119.68000000000026 36.680000000000106),36.680000000000106,-119.68000000000026,28.99,56.35,Silt,3.24
POINT(-119.66000000000027 36.680000000000106),36.680000000000106,-119.66000000000027,25.93,74.05,Peat,4.61
POINT(-119.64000000000027 36.680000000000106),36.680000000000106,-119.64000000000027,27.2,68.83,Peat,3.89
POINT(-119.62000000000027 36.680000000000106),36.680000000000106,-119.62000000000027,15.59,65.29,Peat,5.0
POINT(-119.60000000000028 36.680000000000106),36.680000000000106,-119.60000000000028,13.44,51.6,Peat,5.0
POINT(-119.58000000000028 36.680000000000106),36.680000000000106,-119.58000000000028,25.31,46.36,Peat,3.73
POINT(-119.56000000000029 36.680000000000106),36.680000000000106,-119.56000000000029,15.4,52.06,Chalky,5.0
POINT(-119.54000000000029 36.680000000000106),36.680000000000106,-119.54000000000029,17.72,44.61,Chalky,4.53
POINT(-119.5200000000003 36.680000000000106),36.680000000000106,-119.5200000000003,17.88,50.2,Chalky,5.0
POINT(-119.5000000000003 36.680000000000106),36.680000000000106,-119.5000000000003,11.96,58.64,Chalky,5.0
POINT(-119.4800000000003 36.680000000000106),36.680000000000106,-119.4800000000003,12.17,63.01,Chalky,5.0
POINT(-119.4600000000003 36.680000000000106),36.680000000000106,-119.4600000000003,12.4,57.99,Loam,5.0
POINT(-119.44000000000031 36.680000000000106),36.680000000000106,-119.44000000000031,12.24,45.41,Loam,5.0
POINT(-119.42000000000031 36.680000000000106),36.680000000000106,-119.42000000000031,25.6,52.42,Loam,5.0
POINT(-119.40000000000032 36.680000000000106),36.680000000000106,-119.40000000000032,17.0,70.28,Loam,5.0
POINT(-119.38000000000032 36.680000000000106),36.680000000000106,-119.38000000000032,15.66,49.93,Loam,5.0
POINT(-119.36000000000033 36.680000000000106),36.680000000000106,-119.36000000000033,9.13,60.67,Sandy Loam,5.0
POINT(-119.34000000000033 36.680000000000106),36.680000000000106,-119.34000000000033,25.09,52.36,Sandy Loam,3.41
POINT(-119.32000000000033 36.680000000000106),36.680000000000106,-119.32000000000033,17.67,52.47,Sandy Loam,5.0
POINT(-119.30000000000034 36.680000000000106),36.680000000000106,-119.30000000000034,14.61,67.58,Sandy Loam,5.0
POINT(-119.28000000000034 36.680000000000106),36.680000000000106,-119.28000000000034,24.74,51.29,Sandy Loam,4.24
POINT(-119.26000000000035 36.680000000000106),36.680000000000106,-119.26000000000035,25.44,56.24,Clay Loam,3.34
POINT(-119.24000000000035 36.680000000000106),36.680000000000106,-119.24000000000035,18.81,57.33,Clay Loam,5.0
POINT(-119.22000000000035 36.680000000000106),36.680000000000106,-119.22000000000035,16.13,49.98,Clay Loam,5.0
POINT(-119.20000000000036 36.680000000000106),36.680000000000106,-119.20000000000036,17.77,57.67,Clay Loam,5.0
POINT(-119.18000000000036 36.680000000000106),36.680000000000106,-119.18000000000036,16.26,68.54,Clay Loam,5.0
POINT(-119.16000000000037 36.680000000000106),36.680000000000106,-119.16000000000037,24.32,70.14,Silt,3.76
POINT(-119.14000000000037 36.680000000000106),36.680000000000106,-119.14000000000037,10.17,58.4,Silt,5.0
POINT(-119.12000000000037 36.680000000000106),36.680000000000106,-119.12000000000037,16.15,62.16,Silt,5.0
POINT(-119.10000000000038 36.680000000000106),36.680000000000106,-119.10000000000038,21.07,52.47,Silt,5.0
POINT(-119.08000000000038 36.680000000000106),36.680000000000106,-119.08000000000038,18.27,73.32,Silt,5.0
POINT(-119.06000000000039 36.680000000000106),36.680000000000106,-119.06000000000039,14.99,67.89,Peat,5.0
POINT(-119.04000000000039 36.680000000000106),36.680000000000106,-119.04000000000039,11.11,47.13,Peat,5.0
POINT(-119.0200000000004 36.680000000000106),36.680000000000106,-119.0200000000004,18.17,47.02,Peat,5.0
POINT(-119.0000000000004 36.680000000000106),36.680000000000106,-119.0000000000004,20.9,60.89,Peat,4.49
POINT(-121.0 36.70000000000011),36.70000000000011,-121.0,32.54,69.22,Silt,3.96
POINT(-120.98 36.70000000000011),36.70000000000011,-120.98,25.82,48.86,Silt,4.86
POINT(-120.96000000000001 36.70000000000011),36.70000000000011,-120.96000000000001,17.6,56.22,Silt,4.83
POINT(-120.94000000000001 36.70000000000011),36.70000000000011,-120.94000000000001,32.39,56.78,Silt,3.83
POINT(-120.92000000000002 36.70000000000011),36.70000000000011,-120.92000000000002,17.4,47.66,Silt,5.0
POINT(-120.90000000000002 36.70000000000011),36.70000000000011,-120.90000000000002,33.94,50.0,Peat,2.88
POINT(-120.88000000000002 36.70000000000011),36.70000000000011,-120.88000000000002,23.67,56.24,Peat,5.0
POINT(-120.86000000000003 36.70000000000011),36.70000000000011,-120.86000000000003,20.71,65.48,Peat,5.0
POINT(-120.84000000000003 36.70000000000011),36.70000000000011,-120.84000000000003,33.75,71.46,Peat,3.2
POINT(-120.82000000000004 36.70000000000011),36.70000000000011,-120.82000000000004,18.86,49.48,Peat,5.0
POINT(-120.80000000000004 36.70000000000011),36.70000000000011,-120.80000000000004,22.4,50.95,Chalky,3.97
POINT(-120.78000000000004 36.70000000000011),36.70000000000011,-120.78000000000004,22.34,47.35,Chalky,3.84
POINT(-120.76000000000005 36.70000000000011),36.70000000000011,-120.76000000000005,31.77,45.92,Chalky,3.73
POINT(-120.74000000000005 36.70000000000011),36.70000000000011,-120.74000000000005,28.56,68.08,Chalky,4.79
POINT(-120.72000000000006 36.70000000000011),36.70000000000011,-120.72000000000006,27.45,54.49,Chalky,4.02
POINT(-120.70000000000006 36.70000000000011),36.70000000000011,-120.70000000000006,22.44,45.06,Loam,4.77
POINT(-120.68000000000006 36.70000000000011),36.70000000000011,-120.68000000000006,31.53,60.61,Loam,4.08
POINT(-120.66000000000007 36.70000000000011),36.70000000000011,-120.66000000000007,34.84,71.58,Loam,3.89
POINT(-120.64000000000007 36.70000000000011),36.70000000000011,-120.64000000000007,28.17,47.35,Loam,2.93
POINT(-120.62000000000008 36.70000000000011),36.70000000000011,-120.62000000000008,34.21,57.6,Loam,4.25
POINT(-120.60000000000008 36.70000000000011),36.70000000000011,-120.60000000000008,20.45,65.64,Sandy Loam,4.96
POINT(-120.58000000000008 36.70000000000011),36.70000000000011,-120.58000000000008,17.56,48.1,Sandy Loam,4.65
POINT(-120.56000000000009 36.70000000000011),36.70000000000011,-120.56000000000009,23.57,49.35,Sandy Loam,3.72
POINT(-120.54000000000009 36.70000000000011),36.70000000000011,-120.54000000000009,32.81,63.91,Sandy Loam,3.77
POINT(-120.5200000000001 36.70000000000011),36.70000000000011,-120.5200000000001,22.85,50.75,Sandy Loam,4.52
POINT(-120.5000000000001 36.70000000000011),36.70000000000011,-120.5000000000001,31.73,70.45,Clay Loam,3.07
POINT(-120.4800000000001 36.70000000000011),36.70000000000011,-120.4800000000001,23.74,62.67,Clay Loam,4.9
POINT(-120.46000000000011 36.70000000000011),36.70000000000011,-120.46000000000011,23.14,70.7,Clay Loam,5.0
POINT(-120.44000000000011 36.70000000000011),36.70000000000011,-120.44000000000011,29.57,65.98,Clay Loam,3.65
POINT(-120.42000000000012 36.70000000000011),36.70000000000011,-120.42000000000012,23.91,65.0,Clay Loam,4.49
POINT(-120.40000000000012 36.70000000000011),36.70000000000011,-120.40000000000012,14.42,44.13,Silt,5.0
POINT(-120.38000000000012 36.70000000000011),36.70000000000011,-120.38000000000012,18.33,72.31,Silt,5.0
POINT(-120.36000000000013 36.70000000000011),36.70000000000011,-120.36000000000013,15.26,45.0,Silt,5.0
POINT(-120.34000000000013 36.70000000000011),36.70000000000011,-120.34000000000013,25.0,60.7,Silt,5.0
POINT(-120.32000000000014 36.70000000000011),36.70000000000011,-120.32000000000014,24.35,60.49,Silt,4.72
POINT(-120.30000000000014 36.70000000000011),36.70000000000011,-120.30000000000014,31.52,70.27,Silt,3.79
POINT(-120.28000000000014 36.70000000000011),36.70000000000011,-120.28000000000014,16.76,50.28,Peat,5.0
POINT(-120.26000000000015 36.70000000000011),36.70000000000011,-120.26000000000015,17.17,57.85,Peat,5.0
POINT(-120.24000000000015 36.70000000000011),36.70000000000011,-120.24000000000015,23.25,48.7,Peat,3.57
POINT(-120.22000000000016 36.70000000000011),36.70000000000011,-120.22000000000016,15.57,53.33,Peat,5.0
POINT(-120.20000000000016 36.70000000000011),36.70000000000011,-120.20000000000016,21.64,53.5,Peat,4.63
POINT(-120.18000000000016 36.70000000000011),36.70000000000011,-120.18000000000016,18.84,54.74,Chalky,5.0
POINT(-120.16000000000017 36.70000000000011),36.70000000000011,-120.16000000000017,25.43,45.75,Chalky,4.08
POINT(-120.14000000000017 36.70000000000011),36.70000000000011,-120.14000000000017,32.09,54.4,Chalky,3.87
POINT(-120.12000000000018 36.70000000000011),36.70000000000011,-120.12000000000018,19.51,67.0,Chalky,5.0
POINT(-120.10000000000018 36.70000000000011),36.70000000000011,-120.10000000000018,13.02,61.87,Chalky,5.0
POINT(-120.08000000000018 36.70000000000011),36.70000000000011,-120.08000000000018,17.62,50.12,Loam,5.0
POINT(-120.06000000000019 36.70000000000011),36.70000000000011,-120.06000000000019,12.84,60.59,Loam,5.0
POINT(-120.04000000000019 36.70000000000011),36.70000000000011,-120.04000000000019,14.95,51.19,Loam,5.0
POINT(-120.0200000000002 36.70000000000011),36.70000000000011,-120.0200000000002,28.52,64.74,Loam,3.58
POINT(-120.0000000000002 36.70000000000011),36.70000000000011,-120.0000000000002,12.22,66.39,Loam,5.0
POINT(-119.9800000000002 36.70000000000011),36.70000000000011,-119.9800000000002,31.21,72.21,Sandy Loam,4.68
POINT(-119.9600000000002 36.70000000000011),36.70000000000011,-119.9600000000002,28.49,54.66,Sandy Loam,4.55
POINT(-119.94000000000021 36.70000000000011),36.70000000000011,-119.94000000000021,26.01,55.49,Sandy Loam,5.0
POINT(-119.92000000000021 36.70000000000011),36.70000000000011,-119.92000000000021,17.44,65.9,Sandy Loam,5.0
POINT(-119.90000000000022 36.70000000000011),36.70000000000011,-119.90000000000022,23.0,67.45,Sandy Loam,5.0
POINT(-119.88000000000022 36.70000000000011),36.70000000000011,-119.88000000000022,21.4,56.62,Clay Loam,5.0
POINT(-119.86000000000023 36.70000000000011),36.70000000000011,-119.86000000000023,29.75,66.16,Clay Loam,3.1
POINT(-119.84000000000023 36.70000000000011),36.70000000000011,-119.84000000000023,28.01,72.98,Clay Loam,3.37
POINT(-119.82000000000023 36.70000000000011),36.70000000000011,-119.82000000000023,27.43,52.39,Clay Loam,3.87
POINT(-119.80000000000024 36.70000000000011),36.70000000000011,-119.80000000000024,27.45,72.85,Clay Loam,3.51
POINT(-119.78000000000024 36.70000000000011),36.70000000000011,-119.78000000000024,20.48,59.04,Silt,5.0
POINT(-119.76000000000025 36.70000000000011),36.70000000000011,-119.76000000000025,13.69,71.12,Silt,5.0
POINT(-119.74000000000025 36.70000000000011),36.70000000000011,-119.74000000000025,26.87,55.93,Silt,3.5
POINT(-119.72000000000025 36.70000000000011),36.70000000000011,-119.72000000000025,25.03,45.78,Silt,3.26
POINT(-119.70000000000026 36.70000000000011),36.70000000000011,-119.70000000000026,15.68,46.28,Silt,5.0
POINT(-119.68000000000026 36.70000000000011),36.70000000000011,-119.68000000000026,16.88,45.05,Peat,5.0
POINT(-119.66000000000027 36.70000000000011),36.70000000000011,-119.66000000000027,24.08,71.28,Peat,5.0
POINT(-119.64000000000027 36.70000000000011),36.70000000000011,-119.64000000000027,13.65,51.8,Peat,5.0
POINT(-119.62000000000027 36.70000000000011),36.70000000000011,-119.62000000000027,10.35,58.96,Peat,5.0
POINT(-119.60000000000028 36.70000000000011),36.70000000000011,-119.60000000000028,10.07,48.57,Peat,5.0
POINT(-119.58000000000028 36.70000000000011),36.70000000000011,-119.58000000000028,17.45,55.67,Chalky,5.0
POINT(-119.56000000000029 36.70000000000011),36.70000000000011,-119.56000000000029,21.76,54.08,Chalky,5.0
POINT(-119.54000000000029 36.70000000000011),36.70000000000011,-119.54000000000029,17.37,49.58,Chalky,5.0
POINT(-119.5200000000003 36.70000000000011),36.70000000000011,-119.5200000000003,11.11,74.25,Chalky,5.0
POINT(-119.5000000000003 36.70000000000011),36.70000000000011,-119.5000000000003,26.57,67.02,Chalky,3.46
POINT(-119.4800000000003 36.70000000000011),36.70000000000011,-119.4800000000003,18.4,57.18,Loam,4.52
POINT(-119.4600000000003 36.70000000000011),36.70000000000011,-119.4600000000003,22.82,57.13,Loam,3.9
POINT(-119.44000000000031 36.70000000000011),36.70000000000011,-119.44000000000031,13.04,65.39,Loam,5.0
POINT(-119.42000000000031 36.70000000000011),36.70000000000011,-119.42000000000031,20.55,59.25,Loam,4.65
POINT(-119.40000000000032 36.70000000000011),36.70000000000011,-119.40000000000032,9.04,68.97,Loam,5.0
POINT(-119.38000000000032 36.70000000000011),36.70000000000011,-119.38000000000032,10.73,62.5,Sandy Loam,5.0
POINT(-119.36000000000033 36.70000000000011),36.70000000000011,-119.36000000000033,9.31,54.58,Sandy Loam,5.0
POINT(-119.34000000000033 36.70000000000011),36.70000000000011,-119.34000000000033,27.78,54.79,Sandy Loam,3.47
POINT(-119.32000000000033 36.70000000000011),36.70000000000011,-119.32000000000033,18.88,47.66,Sandy Loam,5.0
POINT(-119.30000000000034 36.70000000000011),36.70000000000011,-119.30000000000034,8.93,50.28,Sandy Loam,5.0
POINT(-119.28000000000034 36.70000000000011),36.70000000000011,-119.28000000000034,20.1,71.57,Clay Loam,5.0
POINT(-119.26000000000035 36.70000000000011),36.70000000000011,-119.26000000000035,26.9,60.24,Clay Loam,3.96
POINT(-119.24000000000035 36.70000000000011),36.70000000000011,-119.24000000000035,9.18,71.52,Clay Loam,5.0
POINT(-119.22000000000035 36.70000000000011),36.70000000000011,-119.22000000000035,23.68,64.21,Clay Loam,4.09
